,Id,Title,Date,DateAcquired
13489,558,Barges on River,1815,1856
13414,558,A Calm Marine; Shipping on a River,1815,1856
13409,558,"The Skinners Company Barge below a Bridge, and the Barge Master",1815,1856
41465,558,"The Arch of Constantine, Rome",1835,1856
33506,558,"Schloss Weesenstein: Carriage Sketch; Dresden: View from the Gardens on the Upper Level of the Zwinger close to the Outer Side of the Wall Pavilion, Looking towards the Bridge, Hofkircke, Wall Pavilion and Schloss",1835,1856
13486,558,"Water Sorrel, Briar - June [Turner]",1815,1856
13485,558,"Study of Thistle, Nettle, Convolvulus, Etc. [Turner]",1815,1856
13484,558,Study of Hop and Willow [Turner],1815,1856
13483,558,"Women in Water, Catching Eels [Turner]",1815,1856
13482,558,Figures and Trees on River Bank. ?Near Kew,1815,1856
13481,558,[blank],1815,1856
13410,558,The Skinners Company Barge below a Bridge,1815,1856
13480,558,Study of Sky,1815,1856
13487,558,Yellow Lotus - June [Turner],1815,1856
13456,558,A Tree or Shrub &c,1815,1856
13471,558,"A Castle, with Trees in Foreground. ?Walmer Castle",1815,1856
13437,558,A Rainbow over Richmond Bridge,1815,1856
13461,558,Study for ‘The Decline the Carthaginian Empire’,1815,1856
13463,558,A Cloudy Sky,1815,1856
13464,558,A Cloudy Sky,1815,1856
13447,558,Blank,1815,1856
13446,558,Blank,1815,1856
13459,558,Classical Architecture; Buildings on a Hill,1815,1856
13445,558,Study of Leaves,1815,1856
13443,558,Richmond Bridge,1815,1856
13442,558,Cloudy Sky over Richmond Bridge,1815,1856
13441,558,Cloudy Sky over Richmond Bridge,1815,1856
13440,558,Cloudy Sky,1815,1856
13439,558,Cloudy Sky,1815,1856
13462,558,Study for ‘The Decline of the Carthaginian Empire’,1815,1856
13444,558,Part of Richmond Bridge,1815,1856
13493,558,Barge,1815,1856
13432,558,Blank,1815,1856
13434,558,Notes on Translation &c (Inscriptions by Turner),1815,1856
33486,558,Copenhagen: The Interior of the Church of Our Lady,1835,1856
13234,558,Blank,1815,1856
13227,558,Blank,1815,1856
13178,558,Blank,1815,1856
13221,558,Blank,1815,1856
13270,558,Blank,1815,1856
13272,558,Blank,1815,1856
13213,558,Blank,1815,1856
13209,558,Blank,1815,1856
13280,558,Blank,1815,1856
13184,558,Blank,1815,1856
13180,558,Blank,1815,1856
13179,558,Blank,1815,1856
13834,558,Blank,1815,1856
13832,558,Blank,1815,1856
13396,558,Sketches of Windsor Castle; Arithmetic (Inscriptions by Turner),1815,1856
13502,558,River Scene,1815,1856
33491,558,[inscriptions by Turner],1835,1856
13366,558,Tall Trees on Richmond Hill,1815,1856
13360,558,Blank,1815,1856
13342,558,Blank,1815,1856
13808,558,Blank,1815,1856
33485,558,"Hamburg: The Baumhaus and the Vorsetzen from the Kehrweider, with the Spire of the Michaeliskirche behind",1835,1856
33487,558,"Hamburg: ?On the Stintfang, with Figures in the Foreground",1835,1856
13809,558,Blank,1815,1856
13354,558,Blank,1815,1856
13352,558,Blank,1815,1856
13814,558,Blank,1815,1856
13173,558,Blank,1815,1856
13818,558,Blank,1815,1856
13344,558,Blank,1815,1856
13810,558,Blank,1815,1856
13433,558,Study of Sky at Richmond,1815,1856
13250,558,Blank,1815,1856
13264,558,Blank,1815,1856
13465,558,Figures in a Boat; Addresses &c (Inscriptions by Turner),1815,1856
13181,558,Blank,1815,1856
33489,558,"(1) Hamburg: Houses and the Nikolaikirche from the South End of the Holzbrücke, with Figures in the Foreground; (2) Copenhagen from the Sound",1835,1856
13845,558,Blank,1815,1856
13862,558,Blank,1815,1856
13174,558,Blank,1815,1856
13858,558,Blank,1815,1856
13856,558,Blank,1815,1856
13854,558,Blank,1815,1856
13852,558,Blank,1815,1856
13851,558,Blank,1815,1856
13849,558,Blank,1815,1856
13847,558,Blank,1815,1856
13843,558,Blank,1815,1856
13176,558,Blank,1815,1856
13842,558,Blank,1815,1856
13841,558,Blank,1815,1856
13265,558,Blank,1815,1856
33488,558,Hamburg: The Katharinenkirche and Reimersbrücke from the North End of the Holzbrücke,1835,1856
33381,558,Prague: View across the Vltava to the Old Town with the Nostiz Palace in the Foreground,1835,1856
13231,558,Title on Front Cover (Inscription by Turner),1815,1856
13833,558,Blank,1815,1856
13177,558,Blank,1815,1856
19986,558,"A Rainbow, with Cattle",1815,1856
13175,558,Blank,1815,1856
13836,558,Blank,1815,1856
13837,558,Blank,1815,1856
13324,558,Blank,1815,1856
13838,558,Blank,1815,1856
13839,558,Blank,1815,1856
13840,558,Blank,1815,1856
13835,558,Blank,1815,1856
13685,558,Blank,1815,1856
15024,558,Blank,1816,1856
15263,558,[blank],1816,1856
14653,558,Blank,1816,1856
14652,558,Blank,1816,1856
14675,558,Blank,1816,1856
14677,558,Blank,1816,1856
14650,558,Blank,1816,1856
14678,558,Blank,1816,1856
14701,558,Blank,1816,1856
14700,558,Blank,1816,1856
14699,558,Blank,1816,1856
14698,558,Blank,1816,1856
14697,558,Blank,1816,1856
14696,558,Blank,1816,1856
14695,558,Blank,1816,1856
14694,558,Blank,1816,1856
14654,558,Blank,1816,1856
14693,558,Blank,1816,1856
14691,558,Blank,1816,1856
14690,558,Blank,1816,1856
14689,558,Blank,1816,1856
14688,558,Blank,1816,1856
14687,558,Blank,1816,1856
14686,558,Blank,1816,1856
14685,558,Blank,1816,1856
14684,558,Blank,1816,1856
14683,558,Blank,1816,1856
14682,558,Blank,1816,1856
14681,558,Blank,1816,1856
14680,558,Blank,1816,1856
14679,558,Blank,1816,1856
14651,558,Blank,1816,1856
14692,558,Blank,1816,1856
14655,558,Blank,1816,1856
14656,558,Blank,1816,1856
14657,558,Blank,1816,1856
14525,558,Blank,1816,1856
14524,558,Blank,1816,1856
14523,558,Blank,1816,1856
14522,558,Blank,1816,1856
14521,558,Blank,1816,1856
14520,558,Blank,1816,1856
14519,558,Blank,1816,1856
14518,558,Blank,1816,1856
14517,558,Blank,1816,1856
14516,558,Blank,1816,1856
14594,558,Blank,1816,1856
14595,558,Blank,1816,1856
14596,558,Blank,1816,1856
14676,558,Blank,1816,1856
14674,558,Blank,1816,1856
14673,558,Blank,1816,1856
14672,558,Blank,1816,1856
14658,558,Blank,1816,1856
14659,558,Blank,1816,1856
14660,558,Blank,1816,1856
14661,558,Blank,1816,1856
14662,558,Blank,1816,1856
14663,558,Blank,1816,1856
14649,558,Blank,1816,1856
14664,558,Blank,1816,1856
14666,558,Blank,1816,1856
14667,558,Blank,1816,1856
14668,558,Blank,1816,1856
14669,558,Blank,1816,1856
14670,558,Blank,1816,1856
14671,558,Blank,1816,1856
14665,558,Blank,1816,1856
14597,558,Blank,1816,1856
14622,558,Blank,1816,1856
14620,558,Blank,1816,1856
14638,558,Blank,1816,1856
14637,558,Blank,1816,1856
14636,558,Blank,1816,1856
14635,558,Blank,1816,1856
14634,558,Blank,1816,1856
14633,558,Blank,1816,1856
14632,558,Blank,1816,1856
14631,558,Blank,1816,1856
14630,558,Blank,1816,1856
14629,558,Blank,1816,1856
14628,558,Blank,1816,1856
14627,558,Blank,1816,1856
14626,558,Blank,1816,1856
14625,558,Blank,1816,1856
15012,558,Blank,1816,1856
15022,558,Blank,1816,1856
14156,558,Gordale Scar,1816,1856
14354,558,"High Force, River Tees, with a Figure Seated at the Top of the Falls",1816,1856
14304,558,"Wycliffe, near Rokeby, with a Passing Cart",1816,1856
14302,558,"Wycliffe, on the River Tees near Rokeby",1816,1856
14301,558,"Mortham Tower, near Rokeby",1816,1856
14300,558,"Mortham Tower, near Rokeby and the River Tees",1816,1856
14299,558,"Lune Bridge and Farm, near Tebay, from the Road to Orton",1816,1856
14639,558,Blank,1816,1856
14298,558,"Steps and a Cave at Rokeby, with the River Greta",1816,1856
14296,558,"St Agatha’s Abbey, Easby, from the West",1816,1856
14295,558,"St Agatha’s Church and Abbey, Easby, from the South-East, Richmond in the Distance",1816,1856
14294,558,"Ellerton Priory, Swaledale, from the Downholme Road",1816,1856
14293,558,Ingleborough and Ingleton from the West,1816,1856
14292,558,"Marrick Priory, Swaledale, from the East",1816,1856
14303,558,"Wycliffe, near Rokeby",1816,1856
14297,558,"Aske Hall, near Richmond",1816,1856
14526,558,Blank,1816,1856
14640,558,Blank,1816,1856
14642,558,Blank,1816,1856
14619,558,Blank,1816,1856
14618,558,Blank,1816,1856
14617,558,Blank,1816,1856
14616,558,Blank,1816,1856
14615,558,Blank,1816,1856
14614,558,Blank,1816,1856
14613,558,Blank,1816,1856
14612,558,Blank,1816,1856
14611,558,Blank,1816,1856
14610,558,Blank,1816,1856
14609,558,Blank,1816,1856
14608,558,Blank,1816,1856
14607,558,Blank,1816,1856
14606,558,Blank,1816,1856
14605,558,Blank,1816,1856
14604,558,Blank,1816,1856
14603,558,Blank,1816,1856
14643,558,Blank,1816,1856
14644,558,Blank,1816,1856
14645,558,Blank,1816,1856
14646,558,Blank,1816,1856
14647,558,Blank,1816,1856
14624,558,Blank,1816,1856
14641,558,Blank,1816,1856
14648,558,Blank,1816,1856
14621,558,Blank,1816,1856
14598,558,Blank,1816,1856
14599,558,Blank,1816,1856
14600,558,Blank,1816,1856
14601,558,Blank,1816,1856
14602,558,Blank,1816,1856
14623,558,Blank,1816,1856
14527,558,Blank,1816,1856
14528,558,Blank,1816,1856
14529,558,Blank,1816,1856
14877,558,Blank,1816,1856
14876,558,Blank,1816,1856
14875,558,Blank,1816,1856
14874,558,Blank,1816,1856
14873,558,Blank,1816,1856
14872,558,Blank,1816,1856
14705,558,"From Sutton Bank, Looking West and North to Gormire Lake and Whitestone Cliff",1816,1856
14703,558,Blank,1816,1856
15013,558,Blank,1816,1856
14555,558,Blank,1816,1856
14566,558,Blank,1816,1856
14565,558,Blank,1816,1856
14564,558,Blank,1816,1856
14563,558,Blank,1816,1856
14562,558,Blank,1816,1856
14561,558,Blank,1816,1856
14560,558,Blank,1816,1856
14546,558,Blank,1816,1856
14547,558,Blank,1816,1856
14548,558,Blank,1816,1856
14549,558,Blank,1816,1856
14550,558,Blank,1816,1856
14551,558,Blank,1816,1856
14878,558,Blank,1816,1856
14552,558,Blank,1816,1856
14702,558,Blank,1816,1856
14554,558,Blank,1816,1856
14556,558,Blank,1816,1856
14557,558,Blank,1816,1856
14558,558,Blank,1816,1856
14559,558,Blank,1816,1856
14553,558,Blank,1816,1856
14545,558,Blank,1816,1856
14879,558,Blank,1816,1856
14881,558,Blank,1816,1856
14857,558,Blank,1816,1856
14856,558,Blank,1816,1856
14855,558,Blank,1816,1856
14854,558,Blank,1816,1856
14853,558,Blank,1816,1856
14852,558,Blank,1816,1856
14851,558,Blank,1816,1856
14850,558,Blank,1816,1856
14849,558,Blank,1816,1856
14848,558,Blank,1816,1856
14847,558,Blank,1816,1856
14846,558,Blank,1816,1856
14845,558,Blank,1816,1856
14844,558,Blank,1816,1856
14868,558,Blank,1816,1856
14870,558,Blank,1816,1856
14895,558,Blank,1816,1856
14882,558,Blank,1816,1856
14883,558,Blank,1816,1856
14884,558,Blank,1816,1856
14885,558,Blank,1816,1856
14886,558,Blank,1816,1856
14887,558,Blank,1816,1856
14880,558,Blank,1816,1856
14888,558,Blank,1816,1856
14890,558,Blank,1816,1856
14891,558,Blank,1816,1856
14892,558,Blank,1816,1856
14893,558,Blank,1816,1856
14894,558,Blank,1816,1856
14871,558,Blank,1816,1856
14889,558,Blank,1816,1856
14305,558,The River Tees from Wycliffe,1816,1856
14544,558,Blank,1816,1856
14567,558,Blank,1816,1856
14506,558,Blank,1816,1856
14505,558,Blank,1816,1856
14504,558,Blank,1816,1856
14503,558,Blank,1816,1856
14502,558,Blank,1816,1856
14501,558,Blank,1816,1856
14500,558,Blank,1816,1856
14499,558,Blank,1816,1856
14498,558,Two Gun Dogs,1816,1856
14497,558,Two Gun Dogs,1816,1856
14496,558,Blank,1816,1856
14495,558,Blank,1816,1856
14494,558,Blank,1816,1856
14493,558,Blank,1816,1856
14492,558,Blank,1816,1856
14491,558,Blank,1816,1856
14490,558,Blank,1816,1856
14530,558,Blank,1816,1856
14531,558,Blank,1816,1856
14532,558,Blank,1816,1856
14533,558,Blank,1816,1856
14534,558,Blank,1816,1856
14535,558,Blank,1816,1856
14507,558,Blank,1816,1856
14536,558,Blank,1816,1856
14538,558,Blank,1816,1856
14515,558,Blank,1816,1856
14539,558,Blank,1816,1856
14514,558,Blank,1816,1856
14512,558,Blank,1816,1856
14489,558,Blank,1816,1856
14537,558,Blank,1816,1856
14543,558,Blank,1816,1856
14508,558,Blank,1816,1856
14510,558,Blank,1816,1856
14568,558,Blank,1816,1856
14569,558,Blank,1816,1856
14570,558,Blank,1816,1856
14593,558,Blank,1816,1856
14592,558,Blank,1816,1856
14591,558,Blank,1816,1856
14590,558,Blank,1816,1856
14589,558,Blank,1816,1856
14588,558,Blank,1816,1856
14587,558,Blank,1816,1856
14586,558,Blank,1816,1856
14585,558,Blank,1816,1856
14584,558,Blank,1816,1856
14583,558,Blank,1816,1856
14582,558,Blank,1816,1856
14581,558,Blank,1816,1856
14580,558,Blank,1816,1856
14511,558,Blank,1816,1856
14513,558,Blank,1816,1856
14540,558,Blank,1816,1856
14541,558,Blank,1816,1856
14542,558,Blank,1816,1856
14571,558,Blank,1816,1856
14509,558,Blank,1816,1856
14572,558,Blank,1816,1856
14574,558,Blank,1816,1856
14575,558,Blank,1816,1856
14576,558,Blank,1816,1856
14577,558,Blank,1816,1856
14578,558,Blank,1816,1856
14579,558,Blank,1816,1856
14573,558,Blank,1816,1856
15028,558,Blank,1816,1856
14306,558,"The River Greta, Looking Downstream from near Brignall Church",1816,1856
14308,558,Brignall Church on the Banks of the River Greta,1816,1856
14213,558,"Hackfall, Looking North-West from the Rock Walk",1816,1856
14214,558,"Hackfall, Looking up the River Ure from the Junction with Grewelthorpe Beck",1816,1856
14215,558,"In Hackfall Woods, the Weeping Rock",1816,1856
14216,558,"West Tanfield Bridge, Church and the Marmion Tower",1816,1856
14217,558,"West Tanfield Bridge, Church and Marmion Tower",1816,1856
14218,558,Masham Bridge and Church from the North,1816,1856
14219,558,Jervaulx Abbey from Jervaulx Park,1816,1856
14220,558,Jervaulx Abbey from Jervaulx Park,1816,1856
14221,558,Jervaulx Abbey from Jervaulx Park,1816,1856
14222,558,"Coverham Abbey and Church, Looking West",1816,1856
14223,558,"Coverham Abbey and Church, Looking West",1816,1856
14224,558,Middleham Castle and Church from the North-West,1816,1856
14225,558,Middleham Castle and Church from the North-West,1816,1856
14226,558,"The View West along Middleham Ridge, with Coverdale to the Left and Middleham Castle to the Right",1816,1856
14212,558,"Hackfall, Looking North-West from the Rock Walk",1816,1856
14227,558,"The View West along Middleham Ridge, with Coverdale to the Left and Middleham Castle to the Right",1816,1856
14229,558,Wensleydale from above Middleham,1816,1856
14230,558,Wensleydale from above Middleham,1816,1856
14231,558,Wensleydale from above Middleham,1816,1856
14232,558,Richmond from the South,1816,1856
14233,558,Richmond,1816,1856
14353,558,Blank,1816,1856
14355,558,Blank,1816,1856
15023,558,Blank,1816,1856
15330,558,Study of Sky,1816,1856
15341,558,An Interior with Open Doors Leading to Garden,1816,1856
15340,558,Study of Sky,1816,1856
15339,558,River Scene,1816,1856
15338,558,"Greenwich Hospital, Etc., from Greenwich Hill, St Magnus in Distance",1816,1856
15337,558,"London from the Windows of 45 Grosvenor Place (the home of Walter Fawkes), with Buckingham House, St Martin’s in the Fields and St Paul’s Cathedral",1816,1856
14228,558,Wensleydale from above Middleham,1816,1856
14211,558,"Hackfall, Looking North-West from the Rock Walk",1816,1856
14234,558,Hornby Castle from the South,1816,1856
14210,558,Hackfall: Looking North-West from the Rock Walk,1816,1856
14178,558,[blank],1816,1856
14179,558,"Skipton Castle and Church from the North West, a Distant View",1816,1856
14207,558,"Mowbray Castle, Hackfall, Looking North",1816,1856
14209,558,"Hackfall on the River Ure, Looking North from Mowbray Castle with Masham Church in the Distance",1816,1856
14261,558,Blank,1816,1856
14236,558,Hornby Castle from the South,1816,1856
14238,558,Hornby Castle from the South-West,1816,1856
14239,558,Hornby Castle from the South-West,1816,1856
14240,558,Knaresborough from the West,1816,1856
14241,558,Knaresborough from the South-South-East,1816,1856
14242,558,Blank,1816,1856
14243,558,Blank,1816,1856
14244,558,Blank,1816,1856
14245,558,Blank,1816,1856
14246,558,Blank,1816,1856
14247,558,Blank,1816,1856
14248,558,Blank,1816,1856
14235,558,Hornby Castle from the South,1816,1856
14237,558,Hornby Castle from the South,1816,1856
14260,558,Blank,1816,1856
14259,558,Blank,1816,1856
14258,558,Blank,1816,1856
14257,558,Blank,1816,1856
15336,558,Study of Sky,1816,1856
14256,558,Blank,1816,1856
14254,558,Blank,1816,1856
14253,558,Blank,1816,1856
14252,558,Blank,1816,1856
14251,558,Blank,1816,1856
14250,558,Blank,1816,1856
14249,558,Blank,1816,1856
14255,558,Blank,1816,1856
15335,558,"Mansion, with Portico",1816,1856
15334,558,Fourth of June at Eton,1816,1856
15333,558,Fourth of June at Eton,1816,1856
14476,558,Blank,1816,1856
14477,558,Blank,1816,1856
14478,558,Blank,1816,1856
14479,558,Blank,1816,1856
14480,558,Blank,1816,1856
14481,558,Blank,1816,1856
14482,558,Blank,1816,1856
15317,558,Study of Sky,1816,1856
15315,558,Study of Sky,1816,1856
15314,558,Study of Sky,1816,1856
15285,558,Study of Sky,1816,1856
15283,558,Study of Sky,1816,1856
15282,558,Study of Sky,1816,1856
15281,558,Study of Sky,1816,1856
15280,558,Study of Sky,1816,1856
15279,558,Study of Sky,1816,1856
15278,558,Study of Sky,1816,1856
15264,558,Study of Sky,1816,1856
15265,558,Study of Sky,1816,1856
15266,558,Study of Sky,1816,1856
15267,558,Study of Sky,1816,1856
15268,558,Study of Sky,1816,1856
15269,558,Study of Sky,1816,1856
14475,558,Blank,1816,1856
15270,558,Study of Sky,1816,1856
15272,558,Study of Sky,1816,1856
15273,558,Study of Sky,1816,1856
15274,558,Study of Sky,1816,1856
15275,558,Study of Sky,1816,1856
15276,558,Study of Sky,1816,1856
15277,558,Study of Sky,1816,1856
15271,558,Study of Sky,1816,1856
14177,558,"Two-Arched Bridge, with Distant Hills, Probably between Skipton and Clitheroe",1816,1856
14474,558,Blank,1816,1856
14472,558,Blank,1816,1856
15332,558,Fourth of June at Eton,1816,1856
